Zona;Provincia;Canton;Distrito;Circuito;fecha infraccion;dia;mes;anio;Hora Infracción;hora;minutos;segundos;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;EL GUABITO;9/2/2014;9;2;2014;1:15;1;15;0;Asesinatos;42;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;JUNQUILLAL;31/1/2014;31;1;2014;22:00;22;0;0;Homicidios;33;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;7 LAGOS;2/4/2014;2;4;2014;13:30;13;30;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;VERDE LOMA;17/4/2014;17;4;2014;21:00;21;0;0;Asesinatos;47;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;GUAYAS;BALAO;NARANJAL BALAO;SAN CARLOS;22/1/2014;22;1;2014;14:00;14;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;27/4/2014;27;4;2014;20:00;20;0;0;Asesinatos;32;FEMENINO;CASADO;ECUADOR
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;TORATA;1/1/2014;1;1;2014;17:00;17;0;0;Asesinatos;40;FEMENINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;SAN CARLOS;21/2/2014;21;2;2014;18:45;18;45;0;Asesinatos;44;MASCULINO;DIVORCIADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;29/3/2014;29;3;2014;0:00;0;0;0;Homicidios;40;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUINSALOMA;VENTANAS;QUINSALOMA;2/2/2014;2;2;2014;4:30;4;30;0;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;MONJAS COLLACOTO;17/1/2014;17;1;2014;11:30;11;30;0;Homicidios;29;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;23/1/2014;23;1;2014;15:30;15;30;0;Asesinatos;40;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;SAN_MIGUEL_DE_SALCEDO;SAN MIGUEL;BALSAPAMBA;15/3/2014;15;3;2014;10:00;10;0;0;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;27/4/2014;27;4;2014;20:00;20;0;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;BALZAR;BALZAR;BALZAR CENTRO;2/3/2014;2;3;2014;20:30;20;30;0;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;30/1/2014;30;1;2014;5:20;5;20;0;Asesinatos;50;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;IÑAQUITO;28/4/2014;28;4;2014;9:30;9;30;0;Homicidios;59;FEMENINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;VALENCIA;16/1/2014;16;1;2014;14:20;14;20;0;Homicidios;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;7/4/2014;7;4;2014;23:00;23;0;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;18/1/2014;18;1;2014;2:30;2;30;0;Homicidios;73;FEMENINO;VIUDO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;AMAZONAS;20/4/2014;20;4;2014;12:00;12;0;0;Asesinatos;37;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;LAS PRADERAS;17/4/2014;17;4;2014;0:00;0;0;0;Asesinatos;25;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE SAUCES;3/3/2014;3;3;2014;12:00;12;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;1/1/2014;1;1;2014;16:00;16;0;0;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SAN_JACINTO_DE_YAGUACHI;YAGUACHI;VIRGEN DE FATIMA;13/3/2014;13;3;2014;12:30;12;30;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;10/4/2014;10;4;2014;18:30;18;30;0;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;AMAGUAÑA CENTRO;5/2/2014;5;2;2014;11:45;11;45;0;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/3/2014;21;3;2014;20:00;20;0;0;Asesinatos;29;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SAN MATEO;17/1/2014;17;1;2014;8:00;8;0;0;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;MILAGRO;MILAGRO;ALMEIDA;7/3/2014;7;3;2014;10:00;10;0;0;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;LA IBERIA;6/5/2014;6;5;2014;23:00;23;0;0;Homicidios;14;FEMENINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;MOCACHE;QUEVEDO;MOCACHE;7/2/2014;7;2;2014;0:00;0;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;IÑAQUITO;26/3/2014;26;3;2014;15:30;15;30;0;Homicidios;57;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/3/2014;21;3;2014;20:00;20;0;0;Asesinatos;46;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;MACARA;MACARA;MACARA;19/4/2014;19;4;2014;19:00;19;0;0;Asesinatos;38;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;AMAGUAÑA CENTRO;5/2/2014;5;2;2014;11:45;11;45;0;Homicidios;63;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;UNIVERSIDAD;27/1/2014;27;1;2014;5:40;5;40;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;LA LIBERTAD;4/1/2014;4;1;2014;14:00;14;0;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;PANECILLO;25/4/2014;25;4;2014;23:00;23;0;0;Homicidios;38;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;MONTE REY;21/4/2014;21;4;2014;23:30;23;30;0;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;ISIDRO_AYORA;PEDRO CARBO;ISIDRO AYORA;13/3/2014;13;3;2014;20:30;20;30;0;Asesinatos;77;MASCULINO;VIUDO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;11/4/2014;11;4;2014;21:30;21;30;0;Asesinatos;52;MASCULINO;CASADO;ECUADOR
ZONA 3;COTOPAXI;SAN_MIGUEL_DE_SALCEDO;SALCEDO;SALCEDO;14/2/2014;14;2;2014;2:00;2;0;0;Homicidios;19;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;30/4/2014;30;4;2014;17:15;17;15;0;Asesinatos;58;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;25/2/2014;25;2;2014;18:00;18;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;25/2/2014;25;2;2014;0:00;0;0;0;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/3/2014;13;3;2014;20:00;20;0;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;BIBLIAN;AZOGUES;BIBLIAN;19/4/2014;19;4;2014;21:00;21;0;0;Homicidios;17;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS SUR;2/2/2014;2;2;2014;18:00;18;0;0;Asesinatos;40;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;21/4/2014;21;4;2014;20:00;20;0;0;Homicidios;8;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;4/4/2014;4;4;2014;12:00;12;0;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;SAN_PEDRO_DE_HUACA;TULCAN;SAN PEDRO DE HUACA;27/4/2014;27;4;2014;15:00;15;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/3/2014;13;3;2014;20:00;20;0;0;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;QUININDE;9/3/2014;9;3;2014;12:00;12;0;0;Homicidios;10;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;4/4/2014;4;4;2014;12:00;12;0;0;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;18/3/2014;18;3;2014;19:10;19;10;0;Asesinatos;25;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;FUMISA;31/3/2014;31;3;2014;10:00;10;0;0;Asesinatos;50;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;PALESTINA;BALZAR;PALESTINA;8/4/2014;8;4;2014;22:00;22;0;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;ALAUSI;ALAUSI;TIXAN;22/2/2014;22;2;2014;1:00;1;0;0;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;20/1/2014;20;1;2014;5:30;5;30;0;Asesinatos;53;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/3/2014;21;3;2014;7:15;7;15;0;Asesinatos;31;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;CHAMANGA;12/4/2014;12;4;2014;21:00;21;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;9/3/2014;9;3;2014;21:30;21;30;0;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;12/4/2014;12;4;2014;21:15;21;15;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;8/3/2014;8;3;2014;19:30;19;30;0;Asesinatos;51;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;7/2/2014;7;2;2014;13:45;13;45;0;Homicidios;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;CEIBOS;LOS CEIBOS;15/2/2014;15;2;2014;23:00;23;0;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;14/1/2014;14;1;2014;15:00;15;0;0;Asesinatos;39;FEMENINO;DIVORCIADO;ECUADOR
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;21/2/2014;21;2;2014;8:00;8;0;0;Homicidios;53;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;VERNAZA;24/4/2014;24;4;2014;22:00;22;0;0;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;26/1/2014;26;1;2014;0:00;0;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;7/3/2014;7;3;2014;8:22;8;22;0;Asesinatos;57;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;PONCIANO;7/2/2014;7;2;2014;0:30;0;30;0;Homicidios;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PALENQUE;VINCES;PALENQUE;2/2/2014;2;2;2014;5:15;5;15;0;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;EL PROLETARIADO;29/3/2014;29;3;2014;2:15;2;15;0;Homicidios;56;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/1/2014;19;1;2014;22:45;22;45;0;Asesinatos;40;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;BALZAR;BALZAR;BALZAR CENTRO;2/3/2014;2;3;2014;20:30;20;30;0;Homicidios;37;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;25/2/2014;25;2;2014;13:40;13;40;0;Homicidios;42;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;20/3/2014;20;3;2014;23:45;23;45;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;2/3/2014;2;3;2014;18:00;18;0;0;Homicidios;36;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;9/4/2014;9;4;2014;20:30;20;30;0;Asesinatos;35;MASCULINO;SOLTERO;COLOMBIA
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;12/4/2014;12;4;2014;23:50;23;50;0;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;15/2/2014;15;2;2014;3:20;3;20;0;Homicidios;37;MASCULINO;DIVORCIADO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/1/2014;19;1;2014;22:45;22;45;0;Asesinatos;49;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;GALERAS;14/1/2014;14;1;2014;3:00;3;0;0;Asesinatos;41;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;28/1/2014;28;1;2014;18:10;18;10;0;Asesinatos;38;FEMENINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;23/2/2014;23;2;2014;21:30;21;30;0;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;15/1/2014;15;1;2014;21:00;21;0;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;9 DE MAYO;15/2/2014;15;2;2014;9:00;9;0;0;Homicidios;45;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;LOJA;LOJA;CHONTACRUZ;24/4/2014;24;4;2014;18:30;18;30;0;Asesinatos;54;MASCULINO;CASADO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;18/4/2014;18;4;2014;21:00;21;0;0;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SAN_JACINTO_DE_YAGUACHI;YAGUACHI;VIRGEN DE FATIMA;11/3/2014;11;3;2014;5:00;5;0;0;Homicidios;37;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/1/2014;19;1;2014;22:45;22;45;0;Asesinatos;47;MASCULINO;CASADO;ECUADOR
ZONA 3;COTOPAXI;SIGCHOS;SIGCHOS;SIGCHOS;14/2/2014;14;2;2014;2:00;2;0;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MENA;28/2/2014;28;2;2014;19:00;19;0;0;Homicidios;45;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS NORTE;12/3/2014;12;3;2014;21:00;21;0;0;Homicidios;41;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;4/4/2014;4;4;2014;9:00;9;0;0;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;4/4/2014;4;4;2014;9:00;9;0;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;21/1/2014;21;1;2014;23:15;23;15;0;Homicidios;36;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;TULCAN;TULCAN;KENNEDY;30/1/2014;30;1;2014;9:00;9;0;0;Homicidios;62;FEMENINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;JAIME ROLDOS;14/2/2014;14;2;2014;18:00;18;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;17/2/2014;17;2;2014;11:00;11;0;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABA;BABAHOYO;BABA;22/3/2014;22;3;2014;17:00;17;0;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;IÑAQUITO;26/3/2014;26;3;2014;17:45;17;45;0;Homicidios;42;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;BARBONES;22/3/2014;22;3;2014;9:30;9;30;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;1/8/2014;1;8;2014;9:40;9;40;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;1/8/2014;1;8;2014;20:30;20;30;0;Asesinatos;34;MASCULINO;CASADO;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;EL JORDAN;2/8/2014;2;8;2014;2:30;2;30;0;Homicidios;18;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;KENNEDY;22/3/2014;22;3;2014;20:30;20;30;0;Homicidios;54;FEMENINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;20/4/2014;20;4;2014;1:40;1;40;0;Homicidios;18;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;3/8/2014;3;8;2014;22:00;22;0;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;CAYAMBE;CAYAMBE SUR;3/8/2014;3;8;2014;3:32;3;32;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;TUMBACO;PIFO;28/2/2014;28;2;2014;6:25;6;25;0;Homicidios;42;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;SAN ANTONIO BAJO;1/5/2014;1;5;2014;22:15;22;15;0;Homicidios;20;MASCULINO;UNION LIBRE;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;9/4/2014;9;4;2014;20:30;20;30;0;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;HERMANO MIGUEL;3/8/2014;3;8;2014;15:30;15;30;0;Homicidios;41;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;3/8/2014;3;8;2014;16:00;16;0;0;Asesinatos;73;MASCULINO;CASADO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CRISTO VIVE;7/1/2014;7;1;2014;20:00;20;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;27/1/2014;27;1;2014;3:00;3;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;1/2/2014;1;2;2014;13:30;13;30;0;Asesinatos;67;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;MACARA;MACARA;MACARA;7/4/2014;7;4;2014;9:30;9;30;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;VALENCIA;12/4/2014;12;4;2014;20:00;20;0;0;Asesinatos;49;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;GUABILLO;13/1/2014;13;1;2014;10:00;10;0;0;Homicidios;68;FEMENINO;CASADO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;CONCORDIA NORTE;30/3/2014;30;3;2014;3:00;3;0;0;Homicidios;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;MILAGRO;MILAGRO;APOLO;1/1/2014;1;1;2014;5:10;5;10;0;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VENEZUELA;19/2/2014;19;2;2014;17:40;17;40;0;Homicidios;60;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;21/4/2014;21;4;2014;21:00;21;0;0;Homicidios;42;MASCULINO;CASADO;COLOMBIA
ZONA 1;ESMERALDAS;QUININDE;QUININDE;CUBE;7/4/2014;7;4;2014;21:00;21;0;0;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;MILAGRO;MILAGRO;SAN MIGUEL;9/4/2014;9;4;2014;13:30;13;30;0;Asesinatos;55;MASCULINO;CASADO;ECUADOR
ZONA 7;LOJA;LOJA;LOJA;CLODOVEO JARAMILLO;17/3/2014;17;3;2014;17:00;17;0;0;Asesinatos;45;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;SANTA MARTHA;19/4/2014;19;4;2014;22:00;22;0;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;PUERTO BOLIVAR;14/3/2014;14;3;2014;6:00;6;0;0;Asesinatos;37;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;21/2/2014;21;2;2014;23:30;23;30;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;LOJA;LOJA;MALACATOS;9/3/2014;9;3;2014;13:00;13;0;0;Asesinatos;62;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;SANTA MARTHA;20/4/2014;20;4;2014;2:30;2;30;0;Asesinatos;57;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;8/1/2014;8;1;2014;;;;;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MONTE BELLO;22/2/2014;22;2;2014;7:15;7;15;0;Asesinatos;15;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;TORATA;19/4/2014;19;4;2014;2:00;2;0;0;Homicidios;14;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS SUR;16/2/2014;16;2;2014;22:40;22;40;0;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;20/3/2014;20;3;2014;19:30;19;30;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;19/1/2014;19;1;2014;13:30;13;30;0;Asesinatos;30;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE OESTE;21/3/2014;21;3;2014;16:00;16;0;0;Asesinatos;75;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;BORBON;4/5/2014;4;5;2014;17:00;17;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;26/2/2014;26;2;2014;9:00;9;0;0;Homicidios;53;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;24/2/2014;24;2;2014;2:00;2;0;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
